sku,product_type,attribute set,Brand,name,Wheel Diameter,Wheel Width,PCD,Centre Bore,Offset,Source Price,Cost Currency,EAN,Search Colour 1,Search Colour 2,Search Colour 3,Style 1,Style 2,Style 3,description,short_description,Image 1,Image 2,Image 3,Video,tax_class_id,status,visibility,weight,Load Rating,Wheel Construction,Purpose,Warehouse Location,TUV Available,Warranty
,Configurable,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,,,,,,,,,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,,,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,17,8,5x100,72.1,35,103.50,USD,894732105611,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,17,8,5x108,72.1,40,103.50,USD,894732105634,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,17,8,5x112,72.1,32,103.50,USD,894732105658,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,17,8,5x112,72.1,45,103.50,USD,894732105672,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,17,8,5x114.3,76.1,40,103.50,USD,894732105696,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,17,8,5x120,76.1,35,103.50,USD,894732105719,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,8.5,5x100,72.1,35,126.00,USD,894732105733,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,8.5,5x108,72.1,43,126.00,USD,894732105757,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,8.5,5x112,72.1,32,126.00,USD,894732105771,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,8.5,5x112,72.1,43,126.00,USD,894732105795,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,8.5,5x114.3,76.1,20,126.00,USD,894732105818,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,8.5,5x114.3,76.1,30,126.00,USD,894732105832,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,8.5,5x114.3,76.1,40,126.00,USD,894732105856,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,8.5,5x120,76.1,20,126.00,USD,894732105871,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,8.5,5x120,76.1,30,126.00,USD,894732105894,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,8.5,5x120,76.1,40,126.00,USD,894732105917,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,9.5,5x112,72.1,35,126.00,USD,894732105931,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,12.15,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,9.5,5x120,76.1,40,126.00,USD,894732106013,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,12.15,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,9.5,5x114.3,76.1,20,126.00,USD,894732105955,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,12.15,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,9.5,5x114.3,76.1,40,126.00,USD,894732105979,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,12.15,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,18,9.5,5x120,76.1,20,126.00,USD,894732105993,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,12.15,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,8.5,5x100,72.1,35,148.50,USD,894732106037,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.95,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,8.5,5x108,72.1,43,148.50,USD,894732106051,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.95,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,8.5,5x112,72.1,32,148.50,USD,894732106075,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.95,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,8.5,5x112,72.1,43,148.50,USD,894732106099,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.95,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,8.5,5x114.3,76.1,40,148.50,USD,894732106151,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.95,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,8.5,5x114.3,76.1,20,148.50,USD,894732106112,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.95,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,8.5,5x114.3,76.1,30,148.50,USD,894732106136,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.95,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,8.5,5x120,76.1,15,148.50,USD,894732106174,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.95,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,8.5,5x120,76.1,30,148.50,USD,894732106198,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.95,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,8.5,5x120,76.1,40,148.50,USD,894732106211,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,11.95,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,9.5,5x112,72.1,35,148.50,USD,894732106235,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.01,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,9.5,5x114.3,76.1,40,148.50,USD,894732106273,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.01,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,9.5,5x114.3,76.1,20,148.50,USD,894732106259,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.01,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,9.5,5x120,76.1,20,148.50,USD,894732106297,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.01,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,19,9.5,5x120,76.1,40,148.50,USD,894732106311,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.01,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,10,5x108,72.1,40,171.00,USD,894732106495,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.19,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,10,5x112,72.1,25,171.00,USD,894732106518,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.19,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,10,5x112,72.1,40,171.00,USD,894732106532,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.19,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,10,5x114.3,76.1,40,171.00,USD,894732106571,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.19,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,10,5x114.3,76.1,25,171.00,USD,894732106556,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.19,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,10,5x120,76.1,25,171.00,USD,894732106594,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.19,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,10,5x120,76.1,40,171.00,USD,894732106617,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.19,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,8.5,5x108,72.1,40,171.00,USD,894732106334,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.07,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,8.5,5x112,72.1,20,171.00,USD,894732106358,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.07,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,8.5,5x112,72.1,32,171.00,USD,894732106372,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.07,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,8.5,5x114.3,76.1,40,171.00,USD,894732106433,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.07,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,8.5,5x114.3,76.1,20,171.00,USD,894732106396,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.07,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,8.5,5x114.3,76.1,30,171.00,USD,894732106419,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.07,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,8.5,5x120,76.1,20,171.00,USD,894732106457,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.07,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Gunmetal W/Gloss Black Face,20,8.5,5x120,76.1,35,171.00,USD,894732106471,Gunmetal,Matt Gunmetal,,5 Spoke ,Concave,,,,TSW-Ascent-MattGunmetalGlossBlackFace-1,TSW-Ascent-MattGunmetalGlossBlackFace-2,,,2,Enabled,Visible,13.07,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Configurable,Alloys,TSW,Ascent Matt Titanium Silver,,,,,,,,,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,,,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,17,8,5x100,72.1,35,103.50,USD,894732105627,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,17,8,5x108,72.1,40,103.50,USD,894732105641,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,17,8,5x112,72.1,32,103.50,USD,894732105665,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,17,8,5x112,72.1,45,103.50,USD,894732105689,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,17,8,5x114.3,76.1,40,103.50,USD,894732105702,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,17,8,5x120,76.1,35,103.50,USD,894732105726,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,10.80,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,8.5,5x100,72.1,35,126.00,USD,894732105741,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,8.5,5x108,72.1,43,126.00,USD,894732105764,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,8.5,5x112,72.1,32,126.00,USD,894732105788,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,8.5,5x112,72.1,43,126.00,USD,894732105801,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,8.5,5x114.3,76.1,20,126.00,USD,894732105825,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,8.5,5x114.3,76.1,30,126.00,USD,894732105849,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,8.5,5x114.3,76.1,40,126.00,USD,894732105863,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,8.5,5x120,76.1,20,126.00,USD,894732105887,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,8.5,5x120,76.1,30,126.00,USD,894732105901,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,8.5,5x120,76.1,40,126.00,USD,894732105924,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,11.70,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,9.5,5x112,72.1,35,126.00,USD,894732105948,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,12.15,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
,Simple,Alloys,TSW,Ascent Matt Titanium Silver,18,9.5,5x120,76.1,40,126.00,USD,894732106021,Silver,,,5 Spoke,Concave,,,,TSW-Ascent-MattTitaniumSilver-1,TSW-Ascent-MattTitaniumSilverFace-2,,,2,Enabled,Visible,12.15,900,Monoblock,Ideal for everyday driving,USA - 3-5 Days,No,
